#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Fonction continue par morceaux sur un segment	\(f\) est continue par morceaux sur un segment \(I = [a, b]\) ssi il existe des réels \(a = x_0 < x_1 < \cdots < x_n = b\) tels que: - \(\forall i \in \unicode{10214}0, n \unicode{10214} ,\) \(f\) est continue sur \(]x_i, x_{i + 1}[\) - \(f\) est admet des limites à gauche en \(x_1, \cdots, x_n\) et des limites à droite en \(x_0, \cdots, x_{n-1}\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Fonction continue par morceaux sur un intervalle quelconque	\(f\) continue par morceaux sur un intervalle \(I\) quelconque si pour tout segment \(J \subset I\), \(f\) est continue par morceaux sur \(J\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	TVI 1 : Existence d'un zéro	Soit \(f\) continue sur \(I\) d'extrémités \(a, b\) dans \(\overline {\mathbb R}\). Alors si \(f(a) > 0\) et \(f(b) < 0\) ou l'inverse, il existe \(c \in ]a, b[\) tel que \(f(c) = 0\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	TVI 2 : Réalisation des valeurs intermédiaires	Soit \(f\) continue sur \(I\) , et \(M = sup_{x\in I}f(x), m = inf_{x\in I}f(x)\). Alors \(\forall x_0 \in [M, m], \exists c \in I, f(c) = x_0\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	TVI 3: Image d'un intervalle	L'image d'un intervalle quelconque par une fonction continue est un intervalle.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Continuité uniforme	Soit \(f\) définie sur \(X \subset \mathbb R\). \(f\) est uniformément continue sur \(X\) si: \(\forall \varepsilon > 0,  \exists \mu > 0, \forall (x, y) \in X^2,\) \( |x - y| < \mu \Rightarrow |f(x) - f(y)| < \varepsilon\) \(\mu\) est le module de continuité uniforme de \(f\) pour l'approximation \(\varepsilon\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Critère séquentiel de la continuité uniforme	Soit \(f\) définie sur \(X \subset \mathbb R\). Les psse: - \(f\) est uniformément continue sur \(X\) - Pour toutes suites \((u_n)\) et \((v_n)\) d'éléments de \(X\) telles que \(u_n - v_n \rightarrow 0\), \(f(u_n) - f(v_n) \rightarrow 0\).
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Théorème de Heine	Soit \(I = [a, b]\) un segment et \(f\) continue sur \(I\). Alors \(f\) est uniformément continue sur \(I\).
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Définition compacité	Soit \(K \subset \mathbb R\). \(K\) est compact si de toute suite \((x_n)\) d'éléments de \(K\) on peut extraire une suite convergeant vers un élément \(a \in K\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Caractérisation des intervalles compacts	Les compacts sont exactement les fermés bornés.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Image d'un compact par une fonction continue	Soit \(f\) définie et continue sur un compact \(K\). Alors \(f(K)\) est un compact.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Image d'un segment par une fonction continue	Soit \(f\) continue sur un segment \(I\). Alors \(f(I)\) est un segment.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Théorème de compacité	Soit \(I = [a, b]\) un segment (c'est-à-dire un fermé borné), et \(f : I \rightarrow \mathbb R\) continue sur \(I\). Alors \(f\) est bornée et atteint ses bornes.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	CNS d'injectivité d'une fonction continue sur un intervalle	Soit \(I\) un intervalle, et \(f : I \rightarrow \mathbb R\) une fonction continue. \(f\) est injective ssi \(f\) est strictement monotone.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	CS de continuité d'une fonction monotone sur un intervalle	Soit \(I\) un intervalle et \(f : I \rightarrow \mathbb R\) monotone. Si \(f(I)\) est un intervalle, alors \(f\) est continue.
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Théorème de la bijection	Soit \(I\) un intervalle d'extrémités \(a\) et \(b\). Soit \(f : I \rightarrow \mathbb R\) strictement monotone et continue. Soit: \(\alpha = lim_{x\rightarrow a}f(x)\) et \(\beta = lim_{x\rightarrow b}f(x)\) Alors \(f(I)\) est un intervalle d'extrémités \(\alpha\) et \(\beta\) et \(f\) est un homéomorphisme de \(I\) sur \(f(I)\).
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Définition homéomorphisme	Soit \(A, B \subset \mathbb R\). Un homéomorphisme \(f : A \rightarrow B\) est une application continue bijective dont la réciproque est continue
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Théorème de Rolle	Soit \(f : [a, b] \rightarrow \mathbb R\) continue sur \([a, b]\) et dérivable sur \(]a, b[\). Si \(f(a) = f(b)\), il existe \(c \in ]a, b[\) tel que \(f'(c) = 0\).
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Théorème des accroissements finis (TAF)	Soit \(f : [a, b] \rightarrow \mathbb R\) continue sur \([a, b]\) et dérivable sur \(]a, b[\). Alors il existe \(c \in ]a, b[\) tel que \((b - a)f'(c) = f(b) - f(a)\).
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	Inégalité des accroissements finis	Soit \(f : [a, b] \rightarrow \mathbb R\) continue sur \([a, b]\) et dérivable sur \(]a, b[\). Soit \(M\) un majorant et \(m\) un minorant de \(f'\) sur \(]a, b[\). Alors: \(M(b - a) \ge f(b) - f(a) \ge m(b - a)\)
Basique	Première année::Mathématiques::Propriétés des fonctions continues ou dérivables sur un intervalle	IAF pour des fonctions à valeurs dans \(\mathbb C\)	Soit \(f : [a, b] \rightarrow \mathbb C\) continue sur \([a, b]\) et dérivable sur \(]a, b[\). Soit \(M\) un majorant de \(|f'|\) sur \(]a, b[\). Alors \(M|b - a| \ge |f(b) - f(a)|\)
