#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Physique::Électrostatique	Ordre de grandeur et unité \(\varepsilon_0\) et \(4\pi\varepsilon_0\)	 \( \varepsilon_0 \simeq 10^{-11} F.m^{-1}, 4\pi\varepsilon_0 \simeq 10^{-10} F.m^{-1}\)
Basique Maths	Seconde année::Physique::Électrostatique	Champ électrique d'une superposition de charges	Le champ électrique au point \( M \) d'une superposition de charges \( q_1, \dots, q_n \) situées en \( P_1, \dots, P_n \) est égal à la somme des champs électriques \( \vec E_1(M), \dots, \vec E_n(M) \) dus à chaque particule chargée seule:  \( \vec E(M) = \sum_{k = 1}^{n} \frac{q_i}{4\pi \varepsilon_0P_iM^2} \frac{\overrightarrow{P_iM}}{P_iM}\)
Basique Maths	Seconde année::Physique::Électrostatique	Ligne de champ	Courbe tangente au vecteur champ en chacun de ses points
Basique Maths	Seconde année::Physique::Électrostatique	Convergence des lignes de champ du champ électrique	Les lignes de champ divergent depuis une charge positive, convergent vers une charge négative.
Basique Maths	Seconde année::Physique::Électrostatique	Plans de symétrie / d'antisymétrie pour une distribution de charge	Avec \( P \) un point et \( P' \) son symétrique par rapport à \( \Pi \)  Pour la distribution de charge, le plan \( \Pi \) est plan: - De symétrie de la distribution de charges si \( q(P) = q(P') \) pour tout \( P \)  - D'antisymétrie de la distribution de charges si \( q(P) = -q(P') \) pour tout \( P\)
Basique Maths	Seconde année::Physique::Électrostatique	Champ de symétriques par rapport à un plan de symétrie / d'antisymétrie de la distribution de charges	Si \( M \) et \( M' \) sont symétriques rapport à un plan \( \Pi \) de symétrie (resp. antisymétrie) de la distribution de charges, alors \( \vec E(M') \) est le symétrique (resp. l'opposé du symétrique) de \( \vec E(M) \) par rapport à \( \Pi\).
Basique Maths	Seconde année::Physique::Électrostatique	Champ en un point d'un plan de symétrie / d'antisymétrie	Si \( M \in \Pi \) , avec \( \Pi \) plan de symétrie (resp. d'antisymétrie) de la distribution de charges alors \( \vec E(M) \in \Pi \) (resp. \( \vec E(M) \perp \Pi)\)
Basique Maths	Seconde année::Physique::Électrostatique	Champ d'une distribution invariante par modification d'une coordonnée	Si la distribution de charges est invariante par modification d'une coordonnée d'espace, alors les fonctions composantes du champ électrique (sur chaque vecteur de la base) sont indépendantes de cette coordonnée.
Basique Maths	Seconde année::Physique::Électrostatique	Définition potentiel électrostatique	Pour tout champ électrostatique \( \vec E \) , il existe une fonction \( V \) de \( \mathbb R^3 \) dans \( \mathbb R \) appelée potentiel électrostatique, telle que:  \( \vec E(M) = -\overrightarrow{grad}(V)(M)\)
Basique Maths	Seconde année::Physique::Électrostatique	Gradient en coordonées cylindriques, sphériques	En coordonnées cylindriques: \( \overrightarrow{grad}(f) = \frac{\partial f}{\partial r}\vec u_r + \frac{\partial f}{\partial \theta}\frac{1}{r}\vec u_\theta + \frac{\partial f}{\partial z}\vec u_z \)  En coordonnées sphériques: \( \overrightarrow{grad}(f) = \frac{\partial f}{\partial r}\vec u_r + \frac{\partial f}{\partial \theta}\frac{1}{r}\vec u_\theta + \frac{\partial f}{\partial \varphi}\frac{1}{r \sin{\theta}}\vec u_\varphi\)
