#separator:tab
#html:false
#notetype column:1
#deck column:2
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Lumière naturelle	On appelle lumière naturelle la lumière émise par les étoiles, les lampes spectrales, les tubes fluorescents, les LEDs, les lampes à incandescence, certains LASERs.
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Désexcitation des atomes	Une atome source dans un état d'énergie \( \varepsilon^* \) se désexcite spontanément vers le niveau d'énergie \( \varepsilon \) en émettant une onde elm de pulsation moyenne \( \omega \) telle que:  \( \hbar \omega = \varepsilon^* - \varepsilon\) (Relation de Planck-Einstein)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Onde / vibration lumineuse	On appelle onde lumineuse ou vibration lumineuse le champ:  \( \underline \Psi(M,t) = \Psi(M)e^{i(\omega t - \vec k \cdot \vec r)} \) , où - \( \Psi(M) \) est l'amplitude en \( M \)  - \( \omega t - \vec k \cdot \vec r \) est la phase en \( M \) à l'instant \( t \) . Ce champ correspond à une quelconque fonction composante du champ \( \vec E\) de l'onde.
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Forme de l'onde lumineuse dans un milieu isotrope, homogène	Dans un milieu isotrope, homogène, d'indice optique \( n \) ,  \( \underline \Psi(M,t) = \frac{A}{SM}e^{i(\omega t - k_0nSM - \varphi(S))}\)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Longueur d'onde dans le milieu	 \( \lambda = \frac{\lambda_0}{n} \) , où \( \lambda_0 = \frac{2\pi c}{\omega}\) est la longueur d'onde dans le vide
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Retard de phase dans le vide	Le retard de phase \( \varphi (M) - \varphi(S) \) dans le vide est donné par:  \( \varphi(M) - \varphi(S) = \frac{2\pi}{\lambda_0}SM\)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Retard de phase dans un milieu isotrope non nécéssairement homogène	Dans uune milieu isotrope non nécéssairement homogène est:  \( \varphi(M) - \varphi(S) = \frac{2\pi}{\lambda_0}\int n(N) dl(N) \)  En particulier, si le milieu est homogène d'indice optique \( n \) :  \( \varphi(M) - \varphi(S) = \frac{2\pi}{\lambda_0}nSM\)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Chemin optique	Le chemin optique \( PM \) est la quantité:  \( (PM) = \int_{N \in \Gamma_{PM}}n(N)dl(N)\)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Retard de phase selon le chemin optique	\( \varphi(M) - \varphi(P)  = \frac{2\pi}{\lambda_0}(PM)\)
Basique Maths	Seconde année::Physique::De l'électromagnétisme à l'optique ondulatoire	Chemin optique dans un milieu homogène	Dans un milieu homogène, la lumière se propage en ligne droite, et:  \( (PM) = n \overline{PM}\)
