#separator:tab
#html:false
#notetype column:1
#deck column:2
Basic	Anglais::Health issues & The Coronavirus crisis	être dans un état critique	To be critically ill
Basic	Anglais::Health issues & The Coronavirus crisis	Un microbe, un germe	a germ
Basic	Anglais::Health issues & The Coronavirus crisis	attraper la grippe	to go down with the flu
Basic	Anglais::Health issues & The Coronavirus crisis	un fléau	a curse, a plague, a scourge
Basic	Anglais::Health issues & The Coronavirus crisis	cancérigène	carcinogenic
Basic	Anglais::Health issues & The Coronavirus crisis	une maladie sexuellement transmissible (MST), une maladie vénérienne	A sexually transmitted disease (STD), a veneral disease (VD)
Basic	Anglais::Health issues & The Coronavirus crisis	avoir une maladie cardiaque	to have a heart condition
Basic	Anglais::Health issues & The Coronavirus crisis	affecter, toucher un pays	to affect a country
Basic	Anglais::Health issues & The Coronavirus crisis	toucher 20% de la population	to afflict 20% of the population
Basic	Anglais::Health issues & The Coronavirus crisis	contracter le SIDA	to develop AIDS
Basic	Anglais::Health issues & The Coronavirus crisis	un malade du SIDA	an AIDS sufferer, an AIDS patient
Basic	Anglais::Health issues & The Coronavirus crisis	séropositif	HIV-positive
Basic	Anglais::Health issues & The Coronavirus crisis	faire passer un test de dépistage du SIDA à qn	to screen sb for AIDS
Basic	Anglais::Health issues & The Coronavirus crisis	un centre de dépistage du SIDA	an HIV screening centre
Basic	Anglais::Health issues & The Coronavirus crisis	un test de dépistage	a screening test
Basic	Anglais::Health issues & The Coronavirus crisis	avoir des rapports non protégés	to have unprotected sex
Basic	Anglais::Health issues & The Coronavirus crisis	un préservatif	a condom
Basic	Anglais::Health issues & The Coronavirus crisis	la fidélité	faithfulness
Basic	Anglais::Health issues & The Coronavirus crisis	les anti-rétroviraux	anti-retroviral drugs
Basic	Anglais::Health issues & The Coronavirus crisis	la trithérapie	triple therapy, combination therapy
Basic	Anglais::Health issues & The Coronavirus crisis	secret médical	medical confidentiality
Basic	Anglais::Health issues & The Coronavirus crisis	une infection nosocomiale	a hospital-acquired infection
Basic	Anglais::Health issues & The Coronavirus crisis	MRSA, staphylocoque résistant à la méthicilline	MRSA
Basic	Anglais::Health issues & The Coronavirus crisis	une bactérie multi-résistante	a superbug
Basic	Anglais::Health issues & The Coronavirus crisis	un médecin généraliste	a general practitionner, a GP
Basic	Anglais::Health issues & The Coronavirus crisis	se faire opérer	to have surgery, to go through surgery, have an operation
Basic	Anglais::Health issues & The Coronavirus crisis	un diagnostic	a diagnosis
Basic	Anglais::Health issues & The Coronavirus crisis	un effet secondaire	a side effect
Basic	Anglais::Health issues & The Coronavirus crisis	une piqûre	an injection, a shot
Basic	Anglais::Health issues & The Coronavirus crisis	prendre des antibiotiques, être sous antibiotiques	to be on antibiotics
